[2022-02-11T19:28:06.394847+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644603848,"exp":1644621848},"message":"success"} [] []
[2022-02-11T19:31:23.735097+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:31:50.235950+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:31:53.315509+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:31:55.852213+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:31:57.357229+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:32:12.510974+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:32:13.407920+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:32:16.432948+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:32:23.933442+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:32:59.138708+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:33:00.847776+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:33:04.387191+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:34:06.936486+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:34:52.186991+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:35:08.001616+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:35:47.376739+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:35:54.846571+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:36:01.822127+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:13.457954+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:14.765390+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:15.229210+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:15.770473+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:15.931611+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:16.232412+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:16.830317+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:38:17.594704+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:54:30.932804+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:54:32.032153+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:54:35.242940+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:55:21.882946+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:55:25.330741+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:55:25.680582+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:57:35.707772+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:57:36.815376+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:57:47.869440+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T19:57:53.555720+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
[2022-02-11T20:03:55.676031+01:00] validateToken.INFO: {"status_code":200,"user_data":{"role_id":"2","user_id":"2","mobile_number":"9325587960","first_name":"Admin","email":"admin@bank.com","iat":1644604283,"exp":1644622283},"message":"success"} [] []
